commodity, market, arrival, minprice, maxprice, modalprice, day, month, year
Soyabean,Jalgaon Jamod(Aasalgaon),75,3200,3400,3300,7,1,2014
Soyabean,Jamkhed,0.4,3000,3300,3150,7,1,2014
Soyabean,Jintur(Bori),17.8,2925,3535,3275,7,1,2014
Soyabean,Kaij,0.3,3400,3400,3400,7,1,2014
Soyabean,Kalmeshwar,11.9,2580,3667,3175,7,1,2014
Soyabean,Karanja,450,3090,3450,3300,7,1,2014
Soyabean,Katol,92.1,2800,3470,3350,7,1,2014
Soyabean,Khamgaon,603.5,3000,3450,3225,7,1,2014
Soyabean,Kille Dharur,7.9,2675,3485,3440,7,1,2014
Soyabean,Kopargaon,12.1,3200,3570,3500,7,1,2014
Soyabean,Majalgaon,15,2560,3475,3200,7,1,2014
Soyabean,Mangrulpeer,234.5,2815,3591,3350,7,1,2014
Soyabean,Mehekar,250,3150,3649,3500,7,1,2014
Soyabean,Murim,0.5,3434,3434,3434,7,1,2014
Soyabean,Nagpur,40.3,2600,3601,3100,7,1,2014
Soyabean,Nilanga,43,2800,3506,3400,7,1,2014
Soyabean,Pandhakawada,44,3000,3460,3380,7,1,2014
Soyabean,Parbhani,36.8,3200,3525,3450,7,1,2014
Soyabean,Partur,2.5,3320,3500,3420,7,1,2014
Soyabean,Pulgaon,17.5,2780,3370,3180,7,1,2014
Soyabean,Rahata,0.4,3400,3450,3400,7,1,2014
Soyabean,Rajura,23.1,3050,3400,3244,7,1,2014
Soyabean,Samudrapur,65,2625,3565,3095,7,1,2014
Soyabean,Savner,36,2725,3600,3163,7,1,2014
Soyabean,Sengoan,43.8,3000,3550,3400,7,1,2014
Soyabean,Shahada,1.1,2574,3650,3131,7,1,2014
Soyabean,Shrirampur,0.4,3400,3400,3400,7,1,2014
Soyabean,Telhara,60,3300,3450,3400,7,1,2014
Soyabean,Umarked(Danki),40,3000,3500,3400,7,1,2014
Soyabean,Umarkhed,54,3000,3500,3400,7,1,2014
Soyabean,Vani,8,3050,3350,3230,7,1,2014
Soyabean,Wardha,153.5,2800,3775,3450,7,1,2014
Coconut,Mumbai,633,825,1525,1200,7,1,2014
Gur(Jaggery),Jalgaon,27.3,2571,3771,2651,7,1,2014
Gur(Jaggery),Mumbai,104.1,3500,4000,3750,7,1,2014
Gur(Jaggery),Sangli,258.9,2500,3690,3000,7,1,2014
Gur(Jaggery),Solapur,641.3,2250,3020,2930,7,1,2014
Gur(Jaggery),Tumsar,180.7,2300,2700,2550,7,1,2014
Sugar,Mumbai,613.5,2832,3162,3050,7,1,2014
Arhar (Tur),Akhadabalapur,1.5,4000,4200,4100,7,1,2014
Arhar (Tur),Akola,60.6,4000,4350,4175,7,1,2014
Arhar (Tur),Ambejaogai,2.5,4100,4171,4141,7,1,2014
Arhar (Tur),Deoulgaon Raja,0.7,4000,4075,4000,7,1,2014
Arhar (Tur),Gevrai,29.8,4000,4180,4125,7,1,2014
Arhar (Tur),Kolhapur(Laxmipuri),5,5900,6600,6250,7,1,2014
Arhar (Tur),Majalgaon,6.5,3900,4160,4070,7,1,2014
Arhar (Tur),Mumbai,354.5,6500,8500,7500,7,1,2014
Arhar (Tur),Murim,250,4300,4459,4379,7,1,2014
Arhar (Tur),Partur,11,3950,4175,4075,7,1,2014
Beans,Pandharpur,1.2,700,1800,1300,7,1,2014
Beans,Patan,0.9,2500,3000,2700,7,1,2014
Beans,Pune,10,2500,3000,2750,7,1,2014
Beans,Pune(Khadiki),0.1,2000,2000,2000,7,1,2014
Beans,Solapur,2,650,1300,1000,7,1,2014
Bengal Grams(Gram),Akola,76.9,2300,2800,2550,7,1,2014
Bengal Grams(Gram),Daryapur,36.2,2100,2521,2440,7,1,2014
Bengal Grams(Gram),Devala,1.5,3600,3625,3600,7,1,2014
Bengal Grams(Gram),Dondaicha,4.4,3100,3511,3351,7,1,2014
Bengal Grams(Gram),Dudhani,2.6,2600,3100,2900,7,1,2014
Bengal Grams(Gram),Hingoli,15.6,3110,3110,3110,7,1,2014
Bengal Grams(Gram),Jalgaon,3.5,2350,3000,2700,7,1,2014
Bengal Grams(Gram),,,4000,4000,4000,7,1,2014
Bengal Grams(Gram),Jalgaon Jamod(Aasalgaon),0.7,1800,2200,2000,7,1,2014
Bengal Grams(Gram),Karanja,3,1800,2305,2000,7,1,2014
Bengal Grams(Gram),Katol,21,2300,2481,2390,7,1,2014
Bengal Grams(Gram),Khamgaon,10.5,2020,2405,2212,7,1,2014
Bengal Grams(Gram),Kolhapur(Laxmipuri),7,3600,3600,3600,7,1,2014
Bengal Grams(Gram),Kopargaon,2.3,2640,3000,2780,7,1,2014
Bengal Grams(Gram),Mehekar,22,1900,2680,2450,7,1,2014
Bengal Grams(Gram),Mumbai,68.4,4000,4800,4400,7,1,2014
Bengal Grams(Gram),Murim,3.2,2900,3040,2995,7,1,2014
Bengal Grams(Gram),Nagpur,1.5,2508,2550,2525,7,1,2014
Bengal Grams(Gram),Nilanga,0.5,2200,2300,2300,7,1,2014
Bengal Grams(Gram),Pune,18.1,3000,3400,3200,7,1,2014
Bengal Grams(Gram),Rahata,0.3,3035,3055,3035,7,1,2014
Bengal Grams(Gram),Raver,0.1,2121,2121,2121,7,1,2014
Bengal Grams(Gram),Savner,1.6,1900,2100,2000,7,1,2014
Bengal Grams(Gram),Shahada,5.7,2100,3071,2625,7,1,2014
Bengal Grams(Gram),Shirpur,2.1,1401,2500,2300,7,1,2014
Bengal Grams(Gram),Shirur,0.1,2300,2300,2300,7,1,2014
Bengal Grams(Gram),Shrirampur,1.5,3000,3400,3300,7,1,2014
Bengal Grams(Gram),Telhara,10,2350,2500,2400,7,1,2014
Bengal Grams(Gram),Wardha,1.6,2000,2050,2020,7,1,2014
Black Grams (Urd Beans),Hingoli,0.2,4300,4300,4300,7,1,2014
Black Grams (Urd Beans),Jalgaon,6,4300,4300,4300,7,1,2014
Black Grams (Urd Beans),Kolhapur(Laxmipuri),7,5900,6500,6200,7,1,2014
Black Grams (Urd Beans),Mumbai,151,6200,8000,7100,7,1,2014
Black Grams (Urd Beans),Pune,0.2,5000,5600,5300,7,1,2014
Cowpea (Lobia)(Asparagus),Kolhapur(Laxmipuri),5,4800,4800,4800,7,1,2014
Cowpea (Lobia)(Asparagus),Mumbai,22.4,5300,6500,5900,7,1,2014
Green Gram Dal,Kolhapur(Laxmipuri),8,7850,8000,8000,7,1,2014
Green Gram Dal,Mumbai,130.2,7400,9500,8400,7,1,2014
Green Grams (Moong),Ahmednagar,0.7,5500,6000,5750,7,1,2014
Green Grams (Moong),Akola,10.6,5600,6500,6050,7,1,2014
Green Grams (Moong),Devala,0.1,5115,5115,5115,7,1,2014
Green Grams (Moong),Dondaicha,0.2,5300,5700,5700,7,1,2014
Green Grams (Moong),Hingoli,0.3,5600,5600,5600,7,1,2014
Green Grams (Moong),Jalgaon,0.2,4500,4500,4500,7,1,2014
Green Grams (Moong),Jalgaon Jamod(Aasalgaon),0.6,4500,5000,4750,7,1,2014
Green Grams (Moong),Kaij,0.1,5200,5200,5200,7,1,2014
Green Grams (Moong),Karanja,1,4500,5665,5000,7,1,2014
Green Grams (Moong),Khamgaon,2.3,5430,6150,5790,7,1,2014
Green Grams (Moong),Kolhapur(Laxmipuri),7,5800,7100,6450,7,1,2014
Green Grams (Moong),Majalgaon,0.1,4500,4500,4500,7,1,2014
Green Grams (Moong),Mehekar,1.5,6000,6600,6400,7,1,2014
Green Grams (Moong),Nandgaon,0.4,5252,6001,5353,7,1,2014
Green Grams (Moong),Pune,6.3,5000,6000,5500,7,1,2014
Green Grams (Moong),Rahata,0.1,4500,4500,4500,7,1,2014
Green Grams (Moong),Sangli,8.2,5500,7500,6500,7,1,2014
Green Grams (Moong),Shirpur,0.2,6400,6400,6400,7,1,2014
Green Grams (Moong),Telhara,5,4900,5200,4950,7,1,2014
Green Peas,Kolhapur(Laxmipuri),5,3150,5150,4150,7,1,2014
Green Peas,Mumbai,58.5,5000,6500,5700,7,1,2014
Green Peas,Pune,13.2,4200,4600,4400,7,1,2014
Green Peas,Solapur,0.3,5300,5300,5300,7,1,2014
Horses Gram,Ahmednagar,0.2,4700,4700,4700,7,1,2014
Horses Gram,Shirur,0.1,3000,3000,3000,7,1,2014
Lentil(Masur),Kolhapur(Laxmipuri),5,600,6000,6000,7,1,2014
Lentil(Masur),Mumbai,15.9,5000,5200,5100,7,1,2014
Lentil(Masur),Pune,9.3,4850,5000,4925,7,1,2014
Lentil(Masur),Sangli,13,3800,4800,4300,7,1,2014
Masur Dal,Kolhapur(Laxmipuri),6,5150,5300,5250,7,1,2014
Masur Dal,Mumbai,144.3,5000,5400,5200,7,1,2014
Mataki,Dondaicha,8.8,5001,5700,5500,7,1,2014
Mataki,Dondaicha(Sindhkheda),1.2,4350,5531,5350,7,1,2014
Mataki,Gevrai,0.2,5000,5301,5301,7,1,2014
Mataki,Sangli,6.5,5500,7000,6250,7,1,2014
Mataki,Shahada,0.1,5200,5200,5200,7,1,2014
Mataki,Shevgaon,0.1,5500,5500,5500,7,1,2014
Mataki,Shirpur,2.3,4500,6049,5801,7,1,2014
Mataki,Solapur,1.2,5000,5300,5200,7,1,2014
Chili Red,Amarawati,10,4000,8000,6000,7,1,2014
Chili Red,Dondaicha,49.2,1100,1801,1686,7,1,2014
Chili Red,Kolhapur(Laxmipuri),2.5,16000,47000,31500,7,1,2014
Chili Red,Mandhal,2.4,2000,6000,4209,7,1,2014
Chili Red,Mumbai,160.2,6000,7000,6500,7,1,2014
Chili Red,Shirpur,5.9,1389,1789,1650,7,1,2014
Chili Red,Solapur,3.5,2000,11600,7500,7,1,2014
Corriander seed,Mumbai,73.7,6500,7500,7000,7,1,2014
Corriander seed,Murim,0.1,7000,7000,7000,7,1,2014
Corriander seed,Pune,7.2,7000,15000,10750,7,1,2014
Cummin Seed(Jeera),Mumbai,33.3,14000,16000,14700,7,1,2014
Garlic,Amarawati,10,3000,4000,3500,7,1,2014
Garlic,Pune,91.8,2000,6000,4000,7,1,2014
Ginger,Amarawati,5,6000,7000,6500,7,1,2014
Ginger,Jalgaon,2,4000,4000,4000,7,1,2014
Ginger,Nagpur,32.7,4500,6000,5250,7,1,2014
Ginger,Patan,0.6,4500,5500,5000,7,1,2014
Ginger,Pune,36.3,5400,6500,5950,7,1,2014
Ginger,Satara,0.1,4000,6000,5000,7,1,2014
Ginger,Vai,0.5,5000,6000,5500,7,1,2014
Soanf,Mumbai,31.5,7000,8000,7500,7,1,2014
Turmeric,Basmat,28.7,5200,7790,6300,7,1,2014
Turmeric,Mumbai,18.9,8000,9000,8330,7,1,2014
Turmeric,Pune,0.4,7500,8500,8000,7,1,2014
Turmeric,Sangli,118,4500,8600,6200,7,1,2014
Beetroot,Amarawati,0.6,1000,1200,1100,7,1,2014
Beetroot,Pune,6.6,400,1000,700,7,1,2014
Beetroot,Pune(Khadiki),0.1,800,800,800,7,1,2014
Bhindi(Ladies Finger),Amarawati,0.5,2600,2800,2700,7,1,2014
Bhindi(Ladies Finger),Aurangabad,0.8,1800,2200,2000,7,1,2014
Bhindi(Ladies Finger),Barshi,0.3,100,200,150,7,1,2014
Bhindi(Ladies Finger),Jalgaon,1.5,1100,1800,1500,7,1,2014
Bhindi(Ladies Finger),Kalmeshwar,0.1,1360,1500,1435,7,1,2014
Bhindi(Ladies Finger),Kamthi,0.1,1000,1600,1200,7,1,2014
Bhindi(Ladies Finger),Mumbai,104,1600,3600,3400,7,1,2014
Bhindi(Ladies Finger),Patan,0.6,2000,2500,2300,7,1,2014
Bhindi(Ladies Finger),Pune,12.2,1500,3200,2350,7,1,2014
Bhindi(Ladies Finger),Pune(Khadiki),0.1,2500,2500,2500,7,1,2014
Bhindi(Ladies Finger),Satara,0.2,2000,3000,2500,7,1,2014
Bhindi(Ladies Finger),Solapur,1.5,400,2600,1600,7,1,2014
Bitter gourd,Amarawati,0.5,2400,2600,2500,7,1,2014
Bitter gourd,Aurangabad,0.5,2500,3500,3000,7,1,2014
Bitter gourd,Barshi,0.3,80,150,100,7,1,2014
Bitter gourd,Mumbai,44,2400,3000,2700,7,1,2014
Bitter gourd,Patan,0.6,1800,2000,1900,7,1,2014
Bitter gourd,Pune,1,1600,2500,2050,7,1,2014
Bitter gourd,Satara,0.2,2000,2500,2250,7,1,2014
Bitter gourd,Solapur,0.3,900,2000,1200,7,1,2014
Bottle gourd,Aurangabad,0.9,500,800,650,7,1,2014
Bottle gourd,Kalmeshwar,0.1,285,400,365,7,1,2014
Bottle gourd,Kamthi,0.2,600,2000,1300,7,1,2014
Bottle gourd,Mumbai,53,600,1200,900,7,1,2014
Bottle gourd,Patan,0.6,400,600,500,7,1,2014
Bottle gourd,Pune,8.4,400,1000,700,7,1,2014
Bottle gourd,Pune(Khadiki),1.5,300,1000,650,7,1,2014
Bottle gourd,Satara,0.3,600,1000,800,7,1,2014
Brinjal,Amarawati,1.5,700,800,750,7,1,2014
Brinjal,Aurangabad,8.8,500,800,650,7,1,2014
Brinjal,Jalgaon,4.5,700,1200,900,7,1,2014
Brinjal,Kalmeshwar,0.2,280,400,340,7,1,2014
Brinjal,Mumbai,84,400,1400,1100,7,1,2014
Brinjal,Pandharpur,2.1,400,750,500,7,1,2014
Brinjal,Patan,1.8,400,500,450,7,1,2014
Brinjal,Pune,21.3,400,1000,700,7,1,2014
Brinjal,Pune(Khadiki),0.9,700,1200,950,7,1,2014
Brinjal,Satara,1.3,200,600,400,7,1,2014
Brinjal,Vai,2.6,500,600,550,7,1,2014
Cabbage,Amarawati,1.5,500,600,550,7,1,2014
Cabbage,Aurangabad,10.8,300,400,350,7,1,2014
Cabbage,Jalgaon,1.7,500,700,600,7,1,2014
Cabbage,Kamthi,0.8,400,800,600,7,1,2014
Cabbage,Mumbai,181,400,600,500,7,1,2014
Cabbage,Pandharpur,4.3,200,600,300,7,1,2014
Cabbage,Patan,1.5,400,500,450,7,1,2014
Cabbage,Pune,41.1,300,500,400,7,1,2014
Cabbage,Pune(Khadiki),3.1,300,700,500,7,1,2014
Cabbage,Satara,1.5,200,300,250,7,1,2014
Cabbage,Solapur,11.3,120,400,250,7,1,2014
Cabbage,Vai,0.8,500,700,600,7,1,2014
Carrot,Amarawati,1,1000,1200,1100,7,1,2014
Carrot,Aurangabad,15,800,1000,900,7,1,2014
Carrot,Jalgaon,3.3,900,1100,1000,7,1,2014
Carrot,Kamthi,0.2,800,1600,1200,7,1,2014
Carrot,Mumbai,180,1000,1200,1100,7,1,2014
Carrot,Pune,66.1,700,1400,1050,7,1,2014
Carrot,Pune(Khadiki),0.2,1200,1200,1200,7,1,2014
Carrot,Satara,4,600,1200,900,7,1,2014
Carrot,Solapur,33.1,100,1000,600,7,1,2014
Cauliflower,Amarawati,1,1000,1200,1100,7,1,2014
Cauliflower,Aurangabad,10.2,600,800,700,7,1,2014
Cauliflower,Jalgaon,3.5,450,800,600,7,1,2014
Cauliflower,Kalmeshwar,0.6,540,700,650,7,1,2014
Cauliflower,Kamthi,1.5,800,1200,1000,7,1,2014
Cauliflower,Mumbai,245,400,700,550,7,1,2014
Cauliflower,Patan,0.9,500,600,550,7,1,2014
Cauliflower,Pune,88.2,300,600,450,7,1,2014
Cauliflower,Pune(Khadiki),6.9,200,500,350,7,1,2014
Cauliflower,Satara,2.5,400,800,600,7,1,2014
Cauliflower,Solapur,1033.2,160,800,400,7,1,2014
Cauliflower,Vai,2.1,700,800,750,7,1,2014
Chilly Capsicum,Amarawati,0.7,1200,1400,1300,7,1,2014
Chilly Capsicum,Aurangabad,1.7,1600,2000,1800,7,1,2014
Chilly Capsicum,Barshi,0.3,60,120,100,7,1,2014
Chilly Capsicum,Mumbai,186,1000,1200,1100,7,1,2014
Chilly Capsicum,Pune,18.2,1200,1800,1500,7,1,2014
Chilly Capsicum,Pune(Khadiki),0.1,2000,2000,2000,7,1,2014
Chilly Capsicum,Satara,1.6,1000,1500,1250,7,1,2014
Chilly Capsicum,Solapur,2.2,400,1500,800,7,1,2014
Coriander,Amarawati,0.8,700,800,750,7,1,2014
Coriander,Barshi,120,200,400,300,7,1,2014
Coriander,Jalgaon,1.1,700,1500,1000,7,1,2014
Coriander,Kalmeshwar,0.1,850,1000,975,7,1,2014
Coriander,Kamthi,1,600,2200,1400,7,1,2014
Coriander,Khed,1500,101,801,551,7,1,2014
Coriander,Maanachar,3638,251,901,576,7,1,2014
Coriander,Pandharpur,0.9,200,750,625,7,1,2014
Cucumbar,Amarawati,0.5,1600,1800,1700,7,1,2014
Cucumbar,Aurangabad,0.7,1500,2000,1750,7,1,2014
Cucumbar,Jalgaon,1.2,750,1500,900,7,1,2014
Cucumbar,Kamthi,0.1,800,2000,1400,7,1,2014
Cucumbar,Mumbai,153,1600,2400,2200,7,1,2014
Cucumbar,Patan,0.6,600,800,700,7,1,2014
Cucumbar,Pune,15.6,800,1800,1300,7,1,2014
Cucumbar,Pune(Khadiki),0.2,1500,1500,1500,7,1,2014
Cucumbar,Satara,0.3,1000,1500,1250,7,1,2014
Cucumbar,Solapur,3.3,200,1400,700,7,1,2014
Drumstick,Mumbai,10,7000,14000,10500,7,1,2014
Drumstick,Pune,0.8,4000,7000,5500,7,1,2014
Drumstick,Satara,0.1,5000,6000,5500,7,1,2014
Elephant Yam (Suran),Mumbai,55,900,1100,1000,7,1,2014
Green Chilly,Amarawati,0.7,2400,2600,2500,7,1,2014
Green Chilly,Aurangabad,9.9,800,2200,1500,7,1,2014
Green Chilly,Bhiwapur,30,1695,1705,1700,7,1,2014
Green Chilly,Jalgaon,5,900,2000,1200,7,1,2014
Green Chilly,Kalmeshwar,0.2,1280,1500,1415,7,1,2014
Green Chilly,Kamthi,62.2,600,2200,1400,7,1,2014
Green Chilly,Morshi,8.7,1806,2200,2033,7,1,2014
Green Chilly,Mumbai,86,1200,3400,2900,7,1,2014
Green Chilly,Pandharpur,1.6,700,1500,1200,7,1,2014
Green Chilly,Patan,0.9,1200,1400,1300,7,1,2014
Green Chilly,Pune,69.4,1200,2800,2000,7,1,2014
Green Chilly,Pune(Khadiki),0.4,1800,2000,1900,7,1,2014
Green Chilly,Satara,2.4,1200,1500,1350,7,1,2014
Green Chilly,Solapur,2.5,750,1550,1000,7,1,2014
Green Chilly,Vai,0.6,1200,1500,1350,7,1,2014
Guar,Amarawati,0.4,3400,3800,3600,7,1,2014
Guar,Aurangabad,0.5,2200,3000,2600,7,1,2014
Guar,Barshi,0.3,150,300,200,7,1,2014
Guar,Kamthi,0.1,800,3000,1900,7,1,2014
Guar,Patan,0.3,2500,3000,2700,7,1,2014
Guar,Pune,8.4,2000,4000,3000,7,1,2014
Guar,Satara,0.3,3000,3500,3250,7,1,2014
Guar,Solapur,0.3,2000,3550,3000,7,1,2014
Little gourd (Kundru),Mumbai,32,1200,3600,3000,7,1,2014
Little gourd (Kundru),Pune,1,1500,3000,2250,7,1,2014
Methi,Barshi,60,100,300,200,7,1,2014
Methi,Jalgaon,1.4,500,1300,800,7,1,2014
Methi,Kalmeshwar,0.2,390,500,435,7,1,2014
Methi,Khed,1500,151,1300,801,7,1,2014
Methi,Solapur,10030.2,50,300,200,7,1,2014
Onion,Amarawati,30,1000,2000,1500,7,1,2014
Onion,Aurangabad,30.4,800,1200,1000,7,1,2014
Onion,Chandvad,1317.4,550,1315,1080,7,1,2014
Onion,Devala,710.4,600,1288,1100,7,1,2014
Onion,Jalgaon,90,450,1325,800,7,1,2014
Onion,Jamkhed,126.8,200,1300,750,7,1,2014
Onion,Kamthi,1.5,800,1800,1300,7,1,2014
Onion,Lasalgaon,2482,900,1451,1125,7,1,2014
Onion,Malegaon,1070.2,500,1175,980,7,1,2014
Onion,Manmad,1675.4,551,1285,1120,7,1,2014
Onion,Mumbai,1155,1100,1400,1250,7,1,2014
Onion,Nagpur,200,950,1500,1225,7,1,2014
Onion,,,875,1375,1116,7,1,2014
Onion,Nandgaon,838.9,510,1340,1015,7,1,2014
Onion,Palthan,80.6,200,1200,700,7,1,2014
Onion,Pimpalgaon Baswant(Saykheda),822.8,500,1235,975,7,1,2014
Onion,Pune,2547.4,500,1300,900,7,1,2014
Onion,Pune(Khadiki),3.9,300,1200,750,7,1,2014
Onion,Rahata,686.2,400,1500,1050,7,1,2014
Onion,Yeola,1903.4,500,1230,1070,7,1,2014
Peas Wet,Amarawati,1.5,1200,1400,1300,7,1,2014
Peas Wet,Aurangabad,3.7,900,1200,1050,7,1,2014
Peas Wet,Kamthi,1,800,1200,1000,7,1,2014
Peas Wet,Mumbai,515,1200,1700,1450,7,1,2014
Peas Wet,Pandharpur,2.8,1400,2000,1500,7,1,2014
Peas Wet,Pune,128.2,1200,1800,1500,7,1,2014
Peas Wet,Pune(Khadiki),0.1,1600,1600,1600,7,1,2014
Peas Wet,Satara,3.3,1000,1700,1350,7,1,2014
Potato,Amarawati,40,1400,1700,1550,7,1,2014
Potato,Aurangabad,46,1200,1300,1250,7,1,2014
Potato,Islampur,16,900,1000,950,7,1,2014
Potato,Jalgaon,15,600,1250,1100,7,1,2014
Potato,Kamthi,1.4,800,2200,1500,7,1,2014
Potato,Mumbai,1576,1200,1700,1450,7,1,2014
Potato,Nagpur,343,1000,1750,1375,7,1,2014
Potato,Pune,861.6,800,1700,1250,7,1,2014
Potato,Pune(Khadiki),1,1200,1400,1300,7,1,2014
Potato,Solapur,108.5,700,1750,1600,7,1,2014
Pumpkin,Amarawati,0.8,1200,1400,1300,7,1,2014
Raddish,Kalmeshwar,0.1,345,500,455,7,1,2014
Raddish,Kamthi,1.5,200,400,300,7,1,2014
Raddish,Khed,50,155,155,155,7,1,2014
Ridgeguard(Tori),Aurangabad,0.7,2700,3200,2950,7,1,2014
Ridgeguard(Tori),Barshi,0.3,150,250,200,7,1,2014
Ridgeguard(Tori),Mumbai,32,2400,4000,3200,7,1,2014
Ridgeguard(Tori),Pune,0.4,2500,4000,3250,7,1,2014
Ridgeguard(Tori),Solapur,0.3,2000,2500,2200,7,1,2014
Snakeguard,Mumbai,24,1000,1200,1100,7,1,2014
Sweet Pumpkin,Mumbai,42,800,1200,1000,7,1,2014
Sweet Pumpkin,Pune,4.4,600,1000,800,7,1,2014
Tomato,Amarawati,2,800,1000,900,7,1,2014
Tomato,Aurangabad,7.7,400,600,500,7,1,2014
Tomato,Jalgaon,3.2,400,700,600,7,1,2014
Tomato,Kalmeshwar,0.2,360,500,450,7,1,2014
Tomato,Kamthi,3.7,600,1000,800,7,1,2014
Tomato,Mumbai,391,500,1100,1000,7,1,2014
Tomato,Pandharpur,7,100,500,400,7,1,2014
Tomato,Patan,1.5,600,700,650,7,1,2014
Tomato,Pimpalgaon,288.3,175,755,425,7,1,2014
Tomato,Pune,110.2,300,800,550,7,1,2014
Tomato,Pune(Khadiki),6.1,300,800,550,7,1,2014
Tomato,Satara,3.4,200,700,450,7,1,2014
Tomato,Solapur,33.2,100,400,200,7,1,2014
Tomato,Vai,4,800,1000,900,7,1,2014
Bajra(Pearl Millet),Ahmednagar,9.1,1300,1800,1550,8,1,2014
Bajra(Pearl Millet),Chalisgaon,19.5,1300,1600,1450,8,1,2014
Bajra(Pearl Millet),Devala,2.5,1250,1590,1400,8,1,2014
Bajra(Pearl Millet),Dondaicha,2.2,1418,1425,1425,8,1,2014
Bajra(Pearl Millet),Kaij,0.2,1452,1452,1452,8,1,2014
Bajra(Pearl Millet),Kolhapur(Laxmipuri),5,1650,1750,1700,8,1,2014
Bajra(Pearl Millet),Kopargaon,0.8,1256,1411,1300,8,1,2014
Bajra(Pearl Millet),Malegaon,29.3,1262,1652,1526,8,1,2014
Bajra(Pearl Millet),Pathardi,4.1,1290,1500,1400,8,1,2014
Bajra(Pearl Millet),Pune,1.8,1550,2000,1775,8,1,2014
Bajra(Pearl Millet),Rahata,2.4,1341,1526,1411,8,1,2014
Bajra(Pearl Millet),Sangamner,18.3,1320,1520,1420,8,1,2014
Bajra(Pearl Millet),Sangli,24,1300,1700,1500,8,1,2014
Bajra(Pearl Millet),Shrirampur,0.4,1386,1386,1386,8,1,2014
Bajra(Pearl Millet),Solapur,0.3,1260,1260,1260,8,1,2014
Jowar(Sorgham),Ahmednagar,7.5,1600,1850,1725,8,1,2014
Jowar(Sorgham),Ambejaogai,0.5,1720,2041,1900,8,1,2014
Jowar(Sorgham),Dhule,0.3,2600,3000,3000,8,1,2014
Jowar(Sorgham),Jalgaon,0.4,1600,1600,1600,8,1,2014
Jowar(Sorgham),Kaij,1.2,1540,1656,1575,8,1,2014
Jowar(Sorgham),Karanja,6,1735,1910,1800,8,1,2014
Jowar(Sorgham),Kolhapur(Laxmipuri),40,1650,3000,2350,8,1,2014
Jowar(Sorgham),Mantha,0.9,3350,3485,3450,8,1,2014
Jowar(Sorgham),Pathardi,3.8,1525,1650,1600,8,1,2014
Jowar(Sorgham),Rahata,0.6,1560,1625,1560,8,1,2014
Jowar(Sorgham),Sangamner,4.5,1701,2079,1888,8,1,2014
Jowar(Sorgham),Sangli,24.9,1600,2600,2100,8,1,2014
Jowar(Sorgham),Shahada,0.1,1595,1595,1595,8,1,2014
Jowar(Sorgham),Shevgaon,0.5,1600,1600,1600,8,1,2014
Jowar(Sorgham),Solapur,13.9,1576,2181,1952,8,1,2014
Maize,Dondaicha,72.9,1451,1451,1451,8,1,2014
Maize,Jamner,11.2,1310,1310,1310,8,1,2014
Maize,Jamner(Neri),3,1310,1310,1310,8,1,2014
Maize,Kolhapur(Laxmipuri),5,1400,1400,1400,8,1,2014
Maize,Mangal Wedha,14,1310,1310,1310,8,1,2014
Maize,Pune,5.1,1325,1750,1537,8,1,2014
Rice,Islampur,3,2250,2300,2275,8,1,2014
Rice,Kolhapur(Laxmipuri),60,1850,6000,4000,8,1,2014
Rice,Mangaon,0.7,1800,3500,2800,8,1,2014
Rice,Mumbai,1912,2200,5500,3850,8,1,2014
Rice,Pen,1.5,2550,4050,3880,8,1,2014
Rice,Solapur,101.3,2250,5400,3800,8,1,2014
Rice,Tumsar,2.4,2700,4100,3400,8,1,2014
Wheat,Ahmednagar,2.1,1800,2100,1950,8,1,2014
Wheat,Akola,11,1600,1710,1655,8,1,2014
Wheat,Bhusaval,1,1900,2026,2006,8,1,2014
Wheat,Chalisgaon,6.9,1500,1900,1725,8,1,2014
Wheat,Deoulgaon Raja,0.2,2000,2000,2000,8,1,2014
Wheat,Devala,0.2,1768,1768,1768,8,1,2014
Wheat,Dhamngaon-Railway,10,1700,1775,1750,8,1,2014
Wheat,Dhule,35.5,1400,2271,1970,8,1,2014
Wheat,Dondaicha,12,1500,2153,1851,8,1,2014
Wheat,Dondaicha(Sindhkheda),0.9,1860,1951,1900,8,1,2014
Wheat,Jalgaon,0.1,1600,1600,1600,8,1,2014
Wheat,Jalgaon(Jamod),0.4,1400,1600,1500,8,1,2014
Wheat,Karanja,4.5,1815,2205,1960,8,1,2014
Wheat,Katol,4.1,1675,1836,1760,8,1,2014
Wheat,Khamgaon,1.5,1600,1800,1700,8,1,2014
Wheat,Kolhapur(Laxmipuri),55,2500,2700,2600,8,1,2014
Wheat,Kopargaon,1.8,1520,1752,1650,8,1,2014
Wheat,Majalgaon,0.1,1301,1301,1301,8,1,2014
Wheat,Malegaon,5.3,1421,2100,1881,8,1,2014
Wheat,Mehekar,4.8,1450,2100,1900,8,1,2014
Wheat,Morshi,7.9,1650,1750,1703,8,1,2014
Wheat,Mumbai,552.1,2200,3800,3000,8,1,2014
Wheat,Nagpur,3.2,1800,2200,2000,8,1,2014
Wheat,Nandgaon,0.3,1340,1999,1568,8,1,2014
Wheat,Nilanga,0.3,1550,2003,1650,8,1,2014
Wheat,Pandharpur,0.3,1450,1450,1450,8,1,2014
Wheat,Pathardi,11.4,1500,1900,1525,8,1,2014
Wheat,Pune,78.5,1900,2500,2200,8,1,2014
